"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"300","ILMN_3244646",1.28200481396254,7.28860276827701,6.4045037401777,9.2627861655927e-09,1.4839115113966e-07,9.61200786775418,"RNU1-4","RNA, U1 small nuclear 4"
"301","ILMN_3244646",1.28200481396254,7.28860276827701,6.4045037401777,9.2627861655927e-09,1.4839115113966e-07,9.61200786775418,"RNVU1-18","RNA, variant U1 small nuclear 18"
"302","ILMN_3244646",1.28200481396254,7.28860276827701,6.4045037401777,9.2627861655927e-09,1.4839115113966e-07,9.61200786775418,"RNVU1-7","RNA, variant U1 small nuclear 7"
"303","ILMN_3244646",1.28200481396254,7.28860276827701,6.4045037401777,9.2627861655927e-09,1.4839115113966e-07,9.61200786775418,"RNU1-27P","RNA, U1 small nuclear 27, pseudogene"
"304","ILMN_3244646",1.28200481396254,7.28860276827701,6.4045037401777,9.2627861655927e-09,1.4839115113966e-07,9.61200786775418,"RNU1-28P","RNA, U1 small nuclear 28, pseudogene"
"305","ILMN_3244646",1.28200481396254,7.28860276827701,6.4045037401777,9.2627861655927e-09,1.4839115113966e-07,9.61200786775418,"RNU1-3","RNA, U1 small nuclear 3"
"306","ILMN_3244646",1.28200481396254,7.28860276827701,6.4045037401777,9.2627861655927e-09,1.4839115113966e-07,9.61200786775418,"RNU1-2","RNA, U1 small nuclear 2"
"307","ILMN_3244646",1.28200481396254,7.28860276827701,6.4045037401777,9.2627861655927e-09,1.4839115113966e-07,9.61200786775418,"RNU1-1","RNA, U1 small nuclear 1"
"308","ILMN_3246273",1.23857646927814,7.45419385300773,6.24113890671339,1.87980274696303e-08,2.84525015777507e-07,8.91994573931345,"RNU1-4","RNA, U1 small nuclear 4"
"309","ILMN_3246273",1.23857646927814,7.45419385300773,6.24113890671339,1.87980274696303e-08,2.84525015777507e-07,8.91994573931345,"RNVU1-18","RNA, variant U1 small nuclear 18"
"310","ILMN_3246273",1.23857646927814,7.45419385300773,6.24113890671339,1.87980274696303e-08,2.84525015777507e-07,8.91994573931345,"RNVU1-7","RNA, variant U1 small nuclear 7"
"311","ILMN_3246273",1.23857646927814,7.45419385300773,6.24113890671339,1.87980274696303e-08,2.84525015777507e-07,8.91994573931345,"RNU1-27P","RNA, U1 small nuclear 27, pseudogene"
"312","ILMN_3246273",1.23857646927814,7.45419385300773,6.24113890671339,1.87980274696303e-08,2.84525015777507e-07,8.91994573931345,"RNU1-28P","RNA, U1 small nuclear 28, pseudogene"
"313","ILMN_3246273",1.23857646927814,7.45419385300773,6.24113890671339,1.87980274696303e-08,2.84525015777507e-07,8.91994573931345,"RNU1-3","RNA, U1 small nuclear 3"
"314","ILMN_3246273",1.23857646927814,7.45419385300773,6.24113890671339,1.87980274696303e-08,2.84525015777507e-07,8.91994573931345,"RNU1-2","RNA, U1 small nuclear 2"
"315","ILMN_3246273",1.23857646927814,7.45419385300773,6.24113890671339,1.87980274696303e-08,2.84525015777507e-07,8.91994573931345,"RNU1-1","RNA, U1 small nuclear 1"
"316","ILMN_3247732",1.13471498426556,7.14031105650604,11.813064863534,2.65546824601141e-19,7.12510411645698e-17,33.5003055646671,"ZRSR2","zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2"
"317","ILMN_3248218",1.09885204418935,7.00101614138945,8.1111430491146,4.53544461092104e-12,1.49568321442832e-10,17.0941949756559,"SNORD104","small nucleolar RNA, C/D box 104"
"318","ILMN_3249244",1.15920763072752,9.3173743074028,8.70247706809117,3.07843100252064e-13,1.39115622644052e-11,19.7426250703066,"TMEM106A","transmembrane protein 106A"
"319","ILMN_3249658",1.14116117056752,9.33613309104502,8.69330326957772,3.20976862735667e-13,1.43812252047715e-11,19.7014767600112,"LOC100134868","uncharacterized LOC100134868"
"320","ILMN_3251944",1.31441357378277,7.48965376520429,10.4454975397949,1.14012284163678e-16,1.28806605438888e-14,27.5284108804378,NA,NA
"321","ILMN_3261345",1.06213308108172,9.78583431620086,8.86389039718355,1.47593700652601e-13,7.21528459587828e-12,20.4667251852955,NA,NA
"322","ILMN_3263375",1.14273446344474,5.98272042986783,7.76521313629761,2.17493188854798e-11,6.08465542089986e-10,15.5520967707805,NA,NA
"323","ILMN_3266775",1.05754423267408,5.63579158148569,8.45789332131201,9.37461329820768e-13,3.7327718245747e-11,18.6460049477732,"VPS53","VPS53 subunit of GARP complex"
"324","ILMN_3267800",1.11346372635682,8.0677145904024,8.816355791146,1.83268054254607e-13,8.73120058185325e-12,20.2534732093857,"CCDC198","coiled-coil domain containing 198"
"325","ILMN_3273065",1.19413220867731,7.14928429868346,7.77733190888904,2.05895268527462e-11,5.787617952941e-10,15.6059832165717,NA,NA
"326","ILMN_3274790",1.13970325123366,9.54757140491751,10.1044261080134,5.29307407849749e-16,4.95952639450328e-14,26.0153509629119,"ACTG1P17","actin gamma 1 pseudogene 17"
"327","ILMN_3302499",1.01557551827489,10.0769826135197,10.0610260039988,6.43840949884495e-16,5.88099516776507e-14,25.8222952190768,"IDS","iduronate 2-sulfatase"
"328","ILMN_3305508",1.2222611208068,6.72472249680324,10.2071419942119,3.33093507673442e-16,3.33262877253615e-14,26.47181000385,NA,NA
"329","ILMN_3307868",-1.23195376732679,5.26606244683424,-9.22750345017184,2.81964552166074e-14,1.67701435912981e-12,22.0975481475291,"CHI3L1","chitinase 3 like 1"
"330","ILMN_3308961",1.56690092545914,8.2584593060868,6.59724463545306,3.99238291058952e-09,6.8186723533338e-08,10.4357712582577,NA,NA
